"","x"
"1491","negative"
"1492","positive"
"1493","positive"
"1494","negative"
"1495","positive"
"1496","positive"
"1497","positive"
"1498","positive"
"1499","positive"
"1500","positive"
"1501","positive"
"1502","positive"
"1503","positive"
"1504","positive"
"1505","negative"
"1506","positive"
"1507","negative"
"1508","positive"
"1509","positive"
"1510","positive"
"1511","positive"
"1512","negative"
"1513","positive"
"1514","positive"
"1515","negative"
"1516","negative"
"1517","positive"
"1518","positive"
"1519","positive"
"1520","positive"
"1521","negative"
"1522","positive"
"1523","negative"
"1524","negative"
"1525","positive"
"1526","positive"
"1527","negative"
"1528","positive"
"1529","negative"
"1530","positive"
"1531","negative"
"1532","positive"
"1533","positive"
"1534","negative"
"1535","positive"
"1536","positive"
"1537","positive"
"1538","positive"
"1539","positive"
"1540","negative"
"1541","positive"
"1542","negative"
"1543","negative"
"1544","positive"
"1545","positive"
"1546","negative"
"1547","positive"
"1548","positive"
"1549","positive"
"1550","negative"
"1551","positive"
"1552","positive"
"1553","positive"
"1554","negative"
"1555","positive"
"1556","positive"
"1557","positive"
"1558","positive"
"1559","negative"
"1560","negative"
"1561","positive"
"1562","positive"
"1563","positive"
"1564","positive"
"1565","positive"
"1566","negative"
"1567","positive"
"1568","positive"
"1569","negative"
"1570","positive"
"1571","positive"
"1572","positive"
"1573","positive"
"1574","positive"
"1575","negative"
"1576","positive"
"1577","positive"
"1578","negative"
"1579","positive"
"1580","positive"
"1581","positive"
"1582","positive"
"1583","positive"
"1584","positive"
"1585","positive"
"1586","positive"
"1587","positive"
"1588","positive"
"1589","negative"
"1590","negative"
"1591","positive"
"1592","positive"
"1593","negative"
"1594","positive"
"1595","positive"
"1596","positive"
"1597","negative"
"1598","positive"
"1599","positive"
"1600","positive"
"1601","positive"
"1602","positive"
"1603","positive"
"1604","negative"
"1605","positive"
"1606","negative"
"1607","negative"
"1608","positive"
"1609","negative"
"1610","positive"
"1611","positive"
"1612","negative"
"1613","positive"
"1614","positive"
"1615","positive"
"1616","positive"
"1617","positive"
"1618","positive"
"1619","positive"
"1620","positive"
"1621","positive"
"1622","positive"
"1623","positive"
"1624","positive"
"1625","positive"
"1626","positive"
"1627","positive"
"1628","positive"
"1629","positive"
"1630","negative"
"1631","positive"
"1632","negative"
"1633","positive"
"1634","positive"
"1635","positive"
"1636","positive"
"1637","positive"
"1638","negative"
"1639","negative"
"1640","positive"
"1641","positive"
"1642","positive"
"1643","positive"
"1644","negative"
"1645","positive"
"1646","positive"
"1647","positive"
"1648","positive"
"1649","negative"
"1650","negative"
"1651","positive"
"1652","negative"
"1653","positive"
"1654","positive"
"1655","positive"
"1656","negative"
"1657","positive"
"1658","positive"
"1659","positive"
"1660","positive"
"1661","positive"
"1662","positive"
"1663","negative"
"1664","positive"
"1665","negative"
"1666","negative"
"1667","positive"
"1668","positive"
"1669","negative"
"1670","positive"
"1671","positive"
"1672","negative"
"1673","positive"
"1674","negative"
"1675","negative"
"1676","positive"
"1677","positive"
"1678","positive"
"1679","negative"
"1680","negative"
"1681","negative"
"1682","positive"
"1683","positive"
"1684","positive"
"1685","positive"
"1686","negative"
"1687","negative"
"1688","positive"
"1689","positive"
"1690","positive"
"1691","negative"
"1692","positive"
"1693","negative"
"1694","positive"
"1695","positive"
"1696","positive"
"1697","positive"
"1698","positive"
"1699","negative"
"1700","positive"
"1701","positive"
"1702","negative"
"1703","positive"
"1704","negative"
"1705","positive"
"1706","negative"
"1707","positive"
"1708","positive"
"1709","positive"
"1710","positive"
"1711","positive"
"1712","positive"
"1713","positive"
"1714","negative"
"1715","positive"
"1716","positive"
"1717","positive"
"1718","positive"
"1719","positive"
"1720","positive"
"1721","positive"
"1722","negative"
"1723","negative"
"1724","positive"
"1725","positive"
"1726","positive"
"1727","negative"
"1728","positive"
"1729","negative"
"1730","negative"
"1731","positive"
"1732","negative"
"1733","positive"
"1734","positive"
"1735","positive"
"1736","negative"
"1737","negative"
"1738","negative"
"1739","negative"
"1740","positive"
"1741","negative"
"1742","positive"
"1743","positive"
"1744","negative"
"1745","negative"
"1746","positive"
"1747","positive"
"1748","positive"
"1749","positive"
"1750","positive"
"1751","positive"
"1752","positive"
"1753","positive"
"1754","positive"
"1755","negative"
"1756","positive"
"1757","positive"
"1758","positive"
"1759","positive"
"1760","positive"
"1761","positive"
"1762","negative"
"1763","positive"
"1764","positive"
"1765","positive"
"1766","positive"
"1767","positive"
"1768","positive"
"1769","positive"
"1770","positive"
"1771","negative"
"1772","negative"
"1773","positive"
"1774","positive"
"1775","positive"
"1776","negative"
"1777","positive"
"1778","positive"
"1779","positive"
"1780","negative"
"1781","positive"
"1782","negative"
"1783","negative"
"1784","positive"
"1785","positive"
"1786","positive"
"1787","negative"
"1788","negative"
"1789","positive"
"1790","negative"
"1791","positive"
"1792","positive"
"1793","positive"
"1794","negative"
"1795","positive"
"1796","positive"
"1797","positive"
"1798","positive"
"1799","positive"
"1800","positive"
"1801","positive"
"1802","negative"
"1803","positive"
"1804","negative"
"1805","positive"
"1806","positive"
"1807","negative"
"1808","positive"
"1809","positive"
"1810","positive"
"1811","positive"
"1812","positive"
"1813","negative"
"1814","positive"
"1815","negative"
"1816","negative"
"1817","positive"
"1818","positive"
"1819","positive"
"1820","negative"
"1821","positive"
"1822","positive"
"1823","positive"
"1824","positive"
"1825","positive"
"1826","positive"
"1827","positive"
"1828","negative"
"1829","negative"
"1830","negative"
"1831","positive"
"1832","positive"
"1833","positive"
"1834","positive"
"1835","positive"
"1836","negative"
"1837","positive"
"1838","negative"
"1839","negative"
"1840","positive"
"1841","positive"
"1842","positive"
"1843","positive"
"1844","positive"
"1845","positive"
"1846","positive"
"1847","positive"
"1848","negative"
"1849","positive"
"1850","positive"
"1851","negative"
"1852","negative"
"1853","positive"
"1854","positive"
"1855","positive"
"1856","positive"
"1857","positive"
"1858","negative"
"1859","positive"
"1860","positive"
"1861","negative"
"1862","positive"
"1863","negative"
"1864","positive"
"1865","positive"
"1866","positive"
"1867","positive"
"1868","negative"
"1869","negative"
"1870","positive"
"1871","negative"
"1872","positive"
"1873","positive"
