"","x"
"418","rn208382026"
"419","rn208111152"
"420","rn207514392"
"421","rn207259998"
"422","rn205565590"
"423","rn205030865"
"424","rn201892877"
"425","rn201655032"
"426","rn200956866"
"427","rn200651119"
"428","rn199695567"
"429","rn199288348"
"430","rn198205542"
"431","rn194438741"
"432","rn192486739"
"433","rn192186907"
"434","rn192052262"
"435","rn191077459"
"436","rn190285847"
"437","rn188247558"
"438","rn188131655"
"439","rn186546956"
"440","rn184631921"
"441","rn184385598"
"442","rn184150451"
"443","rn184112068"
"444","rn184069312"
"445","rn182853866"
"446","rn182632581"
"447","rn182086205"
"448","rn181561794"
"449","rn181384312"
"450","rn180619436"
"451","rn180519829"
"452","rn180393934"
"453","rn180245821"
"454","rn179834553"
"455","rn179099209"
"456","rn176290255"
"457","rn176259676"
"458","rn173954277"
"459","rn173807757"
"460","rn173096363"
"461","rn171240337"
"462","rn171015055"
"463","rn170502715"
"464","rn170462300"
"465","rn168165554"
"466","rn166263915"
"467","rn164097253"
"468","rn163810455"
"469","rn163155765"
"470","rn163038320"
"471","rn162989276"
"472","rn162513109"
"473","rn162409192"
"474","rn162309387"
"475","rn162205742"
"476","rn161704508"
"477","rn161462881"
"478","rn160890763"
"479","rn160463487"
"480","rn160361568"
"481","rn160245164"
"482","rn160189009"
"483","rn160078305"
"484","rn158590446"
"485","rn158418708"
"486","rn158325780"
"487","rn158299663"
"488","rn158242290"
"489","rn157743693"
"490","rn157419901"
"491","rn157133856"
"492","rn156631626"
"493","rn156618046"
"494","rn156530837"
"495","rn156149902"
"496","rn155876882"
"497","rn155403110"
"498","rn155275202"
"499","rn155148270"
"500","rn155116504"
"501","rn155116361"
"502","rn154652693"
"503","rn153923446"
"504","rn153560333"
"505","rn153392119"
"506","rn152490869"
"507","rn152142821"
"508","rn150804866"
"509","rn150026127"
"510","rn149689530"
"511","rn149460690"
"512","rn149027216"
"513","rn148975658"
"514","rn147066703"
"515","rn146947978"
"516","rn146591196"
"517","rn146211097"
"518","rn145758532"
"519","rn145627942"
"520","rn144958895"
"521","rn144631771"
"522","rn144590705"
"523","rn144412419"
"524","rn144410567"
"525","rn144368928"
"526","rn144292757"
"527","rn144278983"
"528","rn143841350"
"529","rn143652618"
"530","rn143369123"
"531","rn143043386"
"532","rn142988077"
"533","rn142929701"
"534","rn142431616"
"535","rn142197252"
"536","rn142170498"
"537","rn142149114"
"538","rn141595130"
"539","rn141590883"
"540","rn141512308"
"541","rn141498884"
"542","rn141134660"
"543","rn141043290"
"544","rn140684125"
"545","rn139674244"
"546","rn139208962"
"547","rn139108172"
"548","rn138595256"
"549","rn138509382"
"550","rn138503951"
"551","rn138285307"
"552","rn138228244"
"553","rn137922776"
"554","rn137537494"
"555","rn137408500"
"556","rn136297817"
"557","rn136283998"
"558","rn136012471"
"559","rn135634294"
"560","rn134851997"
"561","rn134431650"
"562","rn134339482"
"563","rn134008356"
"564","rn133940613"
"565","rn133933027"
"566","rn133869290"
"567","rn133698544"
"568","rn133252381"
"569","rn133198709"
"570","rn133126215"
"571","rn133109100"
"572","rn132895326"
"573","rn132584942"
"574","rn132042325"
"575","rn131646109"
"576","rn130849652"
"577","rn130755566"
"578","rn130646857"
"579","rn130351506"
"580","rn130148685"
"581","rn129857320"
"582","rn129850289"
"583","rn129456164"
"584","rn128594451"
"585","rn128515315"
"586","rn128492420"
"587","rn128428358"
"588","rn128424227"
"589","rn128387940"
"590","rn127983656"
"591","rn127945501"
"592","rn127857642"
"593","rn127266096"
"594","rn127102012"
"595","rn126969688"
"596","rn126783479"
"597","rn126698918"
"598","rn126459375"
"599","rn126003089"
"600","rn125640500"
"601","rn125606259"
"602","rn124719836"
"603","rn124572636"
"604","rn124437945"
"605","rn124342255"
"606","rn124002708"
"607","rn123347149"
"608","rn123344682"
"609","rn123207015"
"610","rn123132676"
"611","rn122777179"
"612","rn122729657"
"613","rn122580017"
"614","rn122372184"
"615","rn122159363"
"616","rn121836195"
"617","rn121826047"
"618","rn121715719"
"619","rn121630119"
"620","rn121546020"
"621","rn121464939"
"622","rn121401136"
"623","rn121188547"
"624","rn120929131"
"625","rn120787340"
"626","rn120565424"
"627","rn120394480"
"628","rn120320989"
"629","rn120096587"
"630","rn120077859"
"631","rn119971927"
"632","rn119903535"
"633","rn119751603"
"634","rn119631051"
"635","rn119526974"
"636","rn119451634"
"637","rn119429875"
"638","rn119402280"
"639","rn119155350"
"640","rn119104712"
"641","rn118004258"
"642","rn117452266"
"643","rn115365864"
"644","rn113059017"
