"id","username","location","userop","quote","rating","date","reviewnospace","page","titleopinion","SentimentValue","SentimentCore","pos","neg"
"rn468239327","jane475","Sydney, Australia","34 reviews","private museum that is likely to be sold",4,"2017-03-18","this museum is charming with a number of iconic paintings. The temporary exhibition was masters from Hungarian Beaux Artes that is being renovated.",2,"private museum that is likely to be sold. this museum is charming with a number of iconic paintings. The temporary exhibition was masters from Hungarian Beaux Artes that is being renovated.","positive","negative",1,2
"rn468222718","dkb60","Ontario Canada","273 reviews","Best in Madrid",5,"2017-03-18","Everything about the Thyssen-Bornemisza Museum from the beautiful building to the layout of the art work makes this the best in Madrid. The spacious rooms provide an excellent venue to see renowned works of art by various artists as well as accommodate many visitors. Be sure to purchase the audio guide to enhance your tour. Also, the restaurant service and food is top-notch which makes for a lovely mid-day stop for a brief refuelling.",2,"Best in Madrid. Everything about the Thyssen-Bornemisza Museum from the beautiful building to the layout of the art work makes this the best in Madrid. The spacious rooms provide an excellent venue to see renowned works of art by various artists as well as accommodate many visitors. Be sure to purchase the audio guide to enhance your tour. Also, the restaurant service and food is top-notch which makes for a lovely mid-day stop for a brief refuelling.","positive","positive",4,1
"rn468080324","Tamara N","Charleston, South Carolina","12 reviews","Amazing Collection of many different artists and ers",5,"2017-03-17","Loved this collection, from an Edward Hopper to Degas, Dutch Master's etc. I would definitely put on your Madrid agenda. Easy to tour and great cafe.",2,"Amazing Collection of many different artists and ers. Loved this collection, from an Edward Hopper to Degas, Dutch Master's etc. I would definitely put on your Madrid agenda. Easy to tour and great cafe.","positive","positive",3,1
"rn468005688","Xavier007_04","Paris, France","38 reviews","the museum to visit",5,"2017-03-17","the visit was a dream you start from the second floor and you go through the Spanish art's a great pleasure I recommend +++",2,"the museum to visit. the visit was a dream you start from the second floor and you go through the Spanish art's a great pleasure I recommend +++","positive","positive",1,0
"rn467490717","Cali_Brian","Placerville, California","38 reviews","5 Stars!!!",5,"2017-03-15","Simply awesome, 3 floors of well displayed art, dali, Picasso, tons of others, Great variety of styles and genres, from the middle ages to modern. The best Museum in Madrid. The Prado is nice, but it's too big and all the art is the virgin Mary, Jesus, etc, etc.",2,"5 Stars!!!. Simply awesome, 3 floors of well displayed art, dali, Picasso, tons of others, Great variety of styles and genres, from the middle ages to modern. The best Museum in Madrid. The Prado is nice, but it's too big and all the art is the virgin Mary, Jesus, etc, etc.","positive","positive",2,1
"rn467424399","aferry","new orleans","84 reviews","Impressive Impressionists.",5,"2017-03-14","I did not know that the Thyssen-Bornemisza had so many Impressionist paintings. They were amazing and almost as worthy as the collections in Paris: Degas, Cezanne, etc. Then there were the El Grecos, the Renaissance artists, and the moderns, including Hopper. Well worth the entry fee. I visited in February; thus the museum was not very crowded.",2,"Impressive Impressionists.. I did not know that the Thyssen-Bornemisza had so many Impressionist paintings. They were amazing and almost as worthy as the collections in Paris: Degas, Cezanne, etc. Then there were the El Grecos, the Renaissance artists, and the moderns, including Hopper. Well worth the entry fee. I visited in February; thus the museum was not very crowded.","positive","negative",1,2
"rn467117633","Rafael M","Madrid, Spain","14 reviews","The history of Western painting in one museum",5,"2017-03-14","From the Middle Age to Pop Art you have it all here. Plan a whole day for this museum if you really want to enjoy it fully.",2,"The history of Western painting in one museum. From the Middle Age to Pop Art you have it all here. Plan a whole day for this museum if you really want to enjoy it fully.","positive","positive",1,0
"rn467092340","tohtem","Montreal","109 reviews","Diversified collection, some masterpiece",5,"2017-03-14","A private collection turned into a museum. Not as large as the Prado but very manageable in 2-3 hours. Also means the visit is more linear as opposed to the Prado. More diversified than Prado Museum. I selected the card to visit Prado, Thyssen and Reina Sofia. I got my money's worth for sure.<br><br>Visited Thyssen Museum on first Sunday of March. No line up and very light crowd compared to the huge waiting line at El Prado the other side of the street.",3,"Diversified collection, some masterpiece. A private collection turned into a museum. Not as large as the Prado but very manageable in 2-3 hours. Also means the visit is more linear as opposed to the Prado. More diversified than Prado Museum. I selected the card to visit Prado, Thyssen and Reina Sofia. I got my money's worth for sure.  Visited Thyssen Museum on first Sunday of March. No line up and very light crowd compared to the huge waiting line at El Prado the other side of the street.","positive","neutral",3,3
"rn466999285","Edwin B","San Diego, United States","5 reviews","Great museum with ancient to modern art.",5,"2017-03-13","If the lines at the Prado Museum are too long, skip it and go to this nearby museum. Additionally there is a day that you can visit for free. From ancient to modern and every artist in between",3,"Great museum with ancient to modern art.. If the lines at the Prado Museum are too long, skip it and go to this nearby museum. Additionally there is a day that you can visit for free. From ancient to modern and every artist in between","positive","positive",2,1
"rn466983570","Zingle","Chiang Mai, Thailand","81 reviews","An exceptional collection of art.",5,"2017-03-13","The Thyssen Collection has paintings from the 14th century to the present day, many by well-known artists. I would not hesitate to pay the entrance fee to view this impressive collection, however admission is free on Monday afternoons from noon to 4pm. I spent almost the full 4 hours smiling with pleasure and managed to see all three floors very comfortably. Please note that any special exhibitions are closed at this time.",3,"An exceptional collection of art.. The Thyssen Collection has paintings from the 14th century to the present day, many by well-known artists. I would not hesitate to pay the entrance fee to view this impressive collection, however admission is free on Monday afternoons from noon to 4pm. I spent almost the full 4 hours smiling with pleasure and managed to see all three floors very comfortably. Please note that any special exhibitions are closed at this time.","positive","positive",3,1
"rn466965896","scott c","Boston, Massachusetts","4 reviews","World Class Art Collection",5,"2017-03-13","After you've seen the Prado Museum, you must spend a few hours at the Thyssen-Bornemisza Museum which is diagonally across the street from El Prado. This collection was made by one family over two generations and covers a tremendous number of artists and genres. A must-see for art museum lovers!",3,"World Class Art Collection. After you've seen the Prado Museum, you must spend a few hours at the Thyssen-Bornemisza Museum which is diagonally across the street from El Prado. This collection was made by one family over two generations and covers a tremendous number of artists and genres. A must-see for art museum lovers!","positive","positive",5,1
"rn466745228","summer_1952","Buffalo, New York","3 reviews","Amazing Collection",5,"2017-03-13","This was our favorite art museum in Madrid. We were very impressed by the collection which includes works ranging from the Renaissance to Modern art. It includes beautiful pieces by both famous painters as well as lesser known artists.",3,"Amazing Collection. This was our favorite art museum in Madrid. We were very impressed by the collection which includes works ranging from the Renaissance to Modern art. It includes beautiful pieces by both famous painters as well as lesser known artists.","positive","positive",5,1
"rn466519310","Roberto C","Copenhagen, Denmark","32 reviews","If you like Impressionism, you must come from time to time",5,"2017-03-12","This is an amazing place to enjoy paintings and painters, there are many masterpieces you can buy, and of course, they have many paintings of impressionists painters, my favorite. Visit their web to know what they have. I also recommend to become friend of this museum.",3,"If you like Impressionism, you must come from time to time. This is an amazing place to enjoy paintings and painters, there are many masterpieces you can buy, and of course, they have many paintings of impressionists painters, my favorite. Visit their web to know what they have. I also recommend to become friend of this museum.","positive","positive",2,1
"rn466491650","londonbird89","Homburg, Germany","24 reviews","Amazing collection",4,"2017-03-12","I was very impressed by the collection which includes beautiful pieces by famous painters as well as lesser known ones.<br><br>I went on a Monday as entry is free then. It was a bit crowded as it is only open from 12-4pm, but I still loved it and would recommend it, especially with the audio guide.",3,"Amazing collection. I was very impressed by the collection which includes beautiful pieces by famous painters as well as lesser known ones.  I went on a Monday as entry is free then. It was a bit crowded as it is only open from 12-4pm, but I still loved it and would recommend it, especially with the audio guide.","positive","positive",4,1
"rn466329035","CLOP78","Santander, Spain","48 reviews","A must when visiting Madrid",5,"2017-03-11","This museum has always very interesting exhibitions and collections. It is well located near other interesting spots like Museo del Prado. I would say that it is must when visiting Madrid. We went there specially to visit a temporary exhibition about Bulgari and Rome and we were not dissapointed. It has also a very nice Terrace where you can enjoy a tasty cup of coffee.",3,"A must when visiting Madrid. This museum has always very interesting exhibitions and collections. It is well located near other interesting spots like Museo del Prado. I would say that it is must when visiting Madrid. We went there specially to visit a temporary exhibition about Bulgari and Rome and we were not dissapointed. It has also a very nice Terrace where you can enjoy a tasty cup of coffee.","positive","positive",4,1
"rn466226874","BehruzNassre","San Francisco, California","12 reviews","Our favorite among the big three museums",5,"2017-03-11","I think all three great museums in Madrid are must-see, but Thyssen-Bornemisza was out favorite. A nice balance of religious paintings all the way to great modern works. <br></p>",3,"Our favorite among the big three museums. I think all three great museums in Madrid are must-see, but Thyssen-Bornemisza was out favorite. A nice balance of religious paintings all the way to great modern works.   ","positive","positive",2,1
"rn466104900","alanbell613","Brooklyn, New York","6 reviews","Thyssen Museum",5,"2017-03-10","Probably one of the best museums in the entire world. It has every great artist and so many that I have not known before. A must in Madrid.",3,"Thyssen Museum. Probably one of the best museums in the entire world. It has every great artist and so many that I have not known before. A must in Madrid.","positive","positive",3,0
"rn466008083","Tim L","Glasgow, United Kingdom","42 reviews","Great varied collection",5,"2017-03-10","We spent around 2 hours here and could easily have stayed longer. Great collection especially in terms of Impressionist work which is my/our favourite. A lot of religious art which I'm not massive on but due to the way it was set out, easy enough to glide past. A number of paintings by famous names including Picasso, Monet, Van Gogh et al and a Dali that was one of the highlights!",4,"Great varied collection. We spent around 2 hours here and could easily have stayed longer. Great collection especially in terms of Impressionist work which is my/our favourite. A lot of religious art which I'm not massive on but due to the way it was set out, easy enough to glide past. A number of paintings by famous names including Picasso, Monet, Van Gogh et al and a Dali that was one of the highlights!","positive","negative",1,3
"rn465658401","Jarb46","San Juan, Puerto Rico","339 reviews","Great temporary exhibition",4,"2017-03-08","There was a temporary exhibition of art from a museum in Budapest which was very interesting. This museum has a great museum building and it has an extensive art collection but it is mostly for periods and painters not to my liking.",4,"Great temporary exhibition. There was a temporary exhibition of art from a museum in Budapest which was very interesting. This museum has a great museum building and it has an extensive art collection but it is mostly for periods and painters not to my liking.","positive","negative",1,2
"rn465636933","paulwoe","South Florida","132 reviews","Dont over look the neighbor of the prado",5,"2017-03-08","Yes everyone knows the prado, but in recent years, the most exciting exhibits I've seen in Madrid have been at the Thyssen ... this summer's Caravaggio was exquisite ... be sure to put this at the top of your list!",4,"Dont over look the neighbor of the prado. Yes everyone knows the prado, but in recent years, the most exciting exhibits I've seen in Madrid have been at the Thyssen ... this summer's Caravaggio was exquisite ... be sure to put this at the top of your list!","positive","positive",2,0
"rn465365423","JudgeT","Chelan","306 reviews","Well, it is not really better than the Prado!",4,"2017-03-07","The Thyssen has a lot of great paintings in a broader time scope than the Prado, but surely not the depth in the Masters like Goya and Velasquez. Both are wonderful, but have different collecting objectives. Thank goodness for the Baron and Catherine Thyssen-Bornemisza.",4,"Well, it is not really better than the Prado!. The Thyssen has a lot of great paintings in a broader time scope than the Prado, but surely not the depth in the Masters like Goya and Velasquez. Both are wonderful, but have different collecting objectives. Thank goodness for the Baron and Catherine Thyssen-Bornemisza.","positive","positive",2,1
"rn465333187","Ann0813","","21 reviews","So vast a collection",5,"2017-03-07","It is an amazing collection in terms of its size and scope. Nicely displayed. Galleries can be stuffy so don't overdress. The temporary exhibit from Budapest was ticketed by entrance time, but there was no additional fee.",4,"So vast a collection. It is an amazing collection in terms of its size and scope. Nicely displayed. Galleries can be stuffy so don't overdress. The temporary exhibit from Budapest was ticketed by entrance time, but there was no additional fee.","positive","positive",3,2
"rn465314026","186402John","Birmingham, United Kingdom","30 reviews","A wonderful gallery",5,"2017-03-07","The Thyssen-Bornemisza Museum is reputed to be the finest private art gallery in the world, and it is easy to see why it enjoys this distinction. It has a huge collection of pictures - from 13th century Italian masterpieces through to Picasso and beyond. <br>The Thyssen-Bornemisza Museum is a lovely modern gallery and the pictures are wonderfully displayed. I would say that it is worth visiting the gallery just to see Caravaggio's picture of St Catherine - but there is of course much, much more to see. <br><br></p>",4,"A wonderful gallery. The Thyssen-Bornemisza Museum is reputed to be the finest private art gallery in the world, and it is easy to see why it enjoys this distinction. It has a huge collection of pictures - from 13th century Italian masterpieces through to Picasso and beyond.  The Thyssen-Bornemisza Museum is a lovely modern gallery and the pictures are wonderfully displayed. I would say that it is worth visiting the gallery just to see Caravaggio's picture of St Catherine - but there is of course much, much more to see.    ","positive","positive",5,0
"rn465261971","rashenhurst","Niagara-on-the-Lake, Canada","117 reviews","Wonderful art museum with impressionist art.",5,"2017-03-07","This museum was within walking distance of our hotel. We went on a Sunday, and admission was free. The art exhibits were primarily 17th, 18th and 19th century works and included a great collection of impressionist works. Audio guides (€5) gave great insights into the various artists and works.",4,"Wonderful art museum with impressionist art.. This museum was within walking distance of our hotel. We went on a Sunday, and admission was free. The art exhibits were primarily 17th, 18th and 19th century works and included a great collection of impressionist works. Audio guides (€5) gave great insights into the various artists and works.","positive","positive",3,1
"rn465044864","chris p","Nottingham, United Kingdom","24 reviews","amazing collection - one of the 'through the ages' that i have ever seen",5,"2017-03-06","so recommended during our weekend stay in Madrid. Was a delight. Great venue - well run and some additional exhibitions at no extra cost. Amazing collection of art from 13C through to contemporary but some wonderful original Canaletto's and a host of Impressionists - many Gaugins. More than a few Picassos too!<br>cafeteria food was very high quality and scrupulously clean. Overall a very very well spend 15 euros.",4,"amazing collection - one of the 'through the ages' that i have ever seen. so recommended during our weekend stay in Madrid. Was a delight. Great venue - well run and some additional exhibitions at no extra cost. Amazing collection of art from 13C through to contemporary but some wonderful original Canaletto's and a host of Impressionists - many Gaugins. More than a few Picassos too! cafeteria food was very high quality and scrupulously clean. Overall a very very well spend 15 euros.","positive","positive",7,1
"rn464747674","Sanne234","Antwerpen Belgium","18 reviews","really recommended",5,"2017-03-05","probably the best private collection in the world, very recommended, to anyone that comes to visit Madrid, with permanent and temporary exhibitions",4,"really recommended. probably the best private collection in the world, very recommended, to anyone that comes to visit Madrid, with permanent and temporary exhibitions","positive","positive",2,0
"rn464666430","Andrew B","Chesham, United Kingdom","7 reviews","Better than the Prado",5,"2017-03-05","Much less visitors in the Thyssen and actually a bigger range of art as this collection has 20th century artists as well. Nice cafe here we had a good lunch.",4,"Better than the Prado. Much less visitors in the Thyssen and actually a bigger range of art as this collection has 20th century artists as well. Nice cafe here we had a good lunch.","positive","positive",3,0
"rn464569613","nonamesforme","minneapolis, mn","271 reviews","Pleasant space with diverse collection",5,"2017-03-04","I prefer this museum to the Prado, although I also prefer Impressionist and more modern art. The Thyssen has an impressive range in its collection, in an airier setting, just across the plaza from the Prado.",5,"Pleasant space with diverse collection. I prefer this museum to the Prado, although I also prefer Impressionist and more modern art. The Thyssen has an impressive range in its collection, in an airier setting, just across the plaza from the Prado.","positive","positive",2,0
"rn464546688","Olivier v","Zurich, Switzerland","19 reviews","IMPRESSIVE !!!",5,"2017-03-04","I knew the collection from the time at Villa Favorita, Lugano-Switzerland. I was very impressed the the large amount of oeuvres, as well as the quality. I enjoyed to learn about Ms. Thyssen's collection. I will return one day and invest much more time. It is worth.",5,"IMPRESSIVE !!!. I knew the collection from the time at Villa Favorita, Lugano-Switzerland. I was very impressed the the large amount of oeuvres, as well as the quality. I enjoyed to learn about Ms. Thyssen's collection. I will return one day and invest much more time. It is worth.","positive","positive",4,1
"rn464527237","Daisy E","","2 reviews","A gem",4,"2017-03-04","What else can I write about this museum that you haven´t read already ? You won't want to leave. Great museum.",5,"A gem. What else can I write about this museum that you haven´t read already ? You won't want to leave. Great museum.","positive","positive",2,1
"rn464456569","kaan s","Istanbul, Turkey","11 reviews","Must see",5,"2017-03-04","Magnificant collection,<br>A real museum , with hundreds of beatiful paintings. Age by age. Every big painters with a couple of paintings",5,"Must see. Magnificant collection, A real museum , with hundreds of beatiful paintings. Age by age. Every big painters with a couple of paintings","positive","neutral",1,1
"rn464389609","mishka03_foster","Brisbane, Australia","75 reviews","Excellent collection of impressionists",5,"2017-03-03","The paintings here are by well known painters but you will not have seen most before because they are all part of a private collection. Museum is extensive with stuff ranging from very old to 20th century - well worth 1/2 day just to see a selection. <br>Art passes for this museum + Prado + Reina Sofia save time and money (29 Euro online from Thyssen website).",5,"Excellent collection of impressionists. The paintings here are by well known painters but you will not have seen most before because they are all part of a private collection. Museum is extensive with stuff ranging from very old to 20th century - well worth 1/2 day just to see a selection.  Art passes for this museum + Prado + Reina Sofia save time and money (29 Euro online from Thyssen website).","positive","negative",1,3
"rn464271982","31beatrize","","6 reviews","great collection!",5,"2017-03-03","If you have a bid of time do not miss this jewell. Heiny Thyssen bought so many wonderful works of art with a very refined taste. It is not today, it was, but the same it is an enormous pleasure to walk through this collection, you will not regret it. And it is of very human size, you can see it all without being tired.<br>SIMPLY GREAT!<br>THE COLLECTION of Carmen : I personally do not have a relation to it, I do not go there anymore.",5,"great collection!. If you have a bid of time do not miss this jewell. Heiny Thyssen bought so many wonderful works of art with a very refined taste. It is not today, it was, but the same it is an enormous pleasure to walk through this collection, you will not regret it. And it is of very human size, you can see it all without being tired. SIMPLY GREAT! THE COLLECTION of Carmen : I personally do not have a relation to it, I do not go there anymore.","positive","positive",4,3
"rn464165413","fruittie","Singapore, Singapore","58 reviews","underrated museu that deserves your visit",5,"2017-03-02","if i had to choose between Reina Sofia or Thyssen, i'll pick Thyssen.<br>The staff are friendly, the place is well maintain, its cozy and i didn't encounter any crowd here. You may explore the history of art, old masters here.<br> But if you like new age contemporary art you should head to Reina Sofia.",5,"underrated museu that deserves your visit. if i had to choose between Reina Sofia or Thyssen, i'll pick Thyssen. The staff are friendly, the place is well maintain, its cozy and i didn't encounter any crowd here. You may explore the history of art, old masters here.  But if you like new age contemporary art you should head to Reina Sofia.","positive","positive",2,1
"rn464107880","Stephan1954","The Hague, The Netherlands","105 reviews","Covers many style periods",5,"2017-03-02","This museum has a wide ranging collection: from 1400 up to the present time. Well presented with information in Spanish and English. So if you have no time for a lot of museum visits, this one will give you a great overview.",5,"Covers many style periods. This museum has a wide ranging collection: from 1400 up to the present time. Well presented with information in Spanish and English. So if you have no time for a lot of museum visits, this one will give you a great overview.","positive","neutral",2,2
"rn464097084","Go to Gal","Albuquerque","70 reviews","Lovely museum",5,"2017-03-02","This museum is just right! It's not so large that you get overwhelmed by the amount of art, and it's manageable in a few hours. It's arranged in chronological order starting at the top floor. It is truly a stunning collection. The cafe is very nice if you need a little something to eat.",5,"Lovely museum. This museum is just right! It's not so large that you get overwhelmed by the amount of art, and it's manageable in a few hours. It's arranged in chronological order starting at the top floor. It is truly a stunning collection. The cafe is very nice if you need a little something to eat.","positive","positive",5,1
"rn464095632","maguzawa","Madrid, Spain","24 reviews","The greatest private art collection in the world",5,"2017-03-02","The Thyssen, as it is normally referred to, is Madrid’s third most important art museum and just across the street from the Prado Museum. <br><br>It is also most likely the best and most complete private collection of art in the world. Undoubtedly there are other great private art collections in the world; however, this is the only one that builds a chronological narrative with outstanding examples from each period and very few gaps. <br><br>Indeed, visiting the museum is like strolling through the last 600 years of art history. No other private collection presents anything similar. Make sure you grab a guidebook as there is a lot to cover!",5,"The greatest private art collection in the world. The Thyssen, as it is normally referred to, is Madrid’s third most important art museum and just across the street from the Prado Museum.   It is also most likely the best and most complete private collection of art in the world. Undoubtedly there are other great private art collections in the world; however, this is the only one that builds a chronological narrative with outstanding examples from each period and very few gaps.   Indeed, visiting the museum is like strolling through the last 600 years of art history. No other private collection presents anything similar. Make sure you grab a guidebook as there is a lot to cover!","positive","positive",5,3
"rn464069864","BIANCALima","LIMA","26 reviews","If you go to Madrid you must visit the Thyssen Museum",5,"2017-03-02","A wonderful Museum with one of the world's finest collection. And there are always extraordinary temporary exhibitions of classical art.",6,"If you go to Madrid you must visit the Thyssen Museum. A wonderful Museum with one of the world's finest collection. And there are always extraordinary temporary exhibitions of classical art.","positive","positive",3,1
"rn463760118","Innovasia","Chicago, Illinois","9 reviews","The Prado may be Popular, The Thyssen is Terrific",5,"2017-03-01","Really, you can't compare the museums. Who'd want to? They both have amazing art. Go to both but don't miss the the Thyssen, it's across the street. Of course, take in the Velazquez at the Prado then see the Ghirlandiaio, Van Gogh, Rembrandt or Klee. You'll even find a Georgia O'Keefe. If you're taking kids, give them a list of famous artists to find and send them on their way, so you have time to really take it in.",6,"The Prado may be Popular, The Thyssen is Terrific. Really, you can't compare the museums. Who'd want to? They both have amazing art. Go to both but don't miss the the Thyssen, it's across the street. Of course, take in the Velazquez at the Prado then see the Ghirlandiaio, Van Gogh, Rembrandt or Klee. You'll even find a Georgia O'Keefe. If you're taking kids, give them a list of famous artists to find and send them on their way, so you have time to really take it in.","positive","neutral",3,3
"rn463568654","Ana B","Denver, Colorado","77 reviews","Favorite museum in Madrid",5,"2017-02-28","The permanent collection is great, but the temporary exhibitions are even better. Went for an exhibition of Bulgari recently and it was so well curated, with such impressive pieces. The best!",6,"Favorite museum in Madrid. The permanent collection is great, but the temporary exhibitions are even better. Went for an exhibition of Bulgari recently and it was so well curated, with such impressive pieces. The best!","positive","positive",3,1
"rn463557800","Wim M","","29 reviews","Wonderful and worthful visit",5,"2017-02-28","I visited this museum as part of the Paseo del Arte tour (3 museums in one).<br><br>The collection shown is one of a kind. It gives you a good impression of art through all decades and offers some outstanding masterpieces.<br><br>Please be aware that if you buy a Paseo del Arte ticket that you only can visit the permanent collections. The temporary exhibitions in this museum are not accessible with this ticket and it is not possible to buy an additional entrance for these exhibitions without paying the full entrance fee (and standing in line again).<br><br>This museum is really worth visiting, a must do when you visit Madrid.",6,"Wonderful and worthful visit. I visited this museum as part of the Paseo del Arte tour (3 museums in one).  The collection shown is one of a kind. It gives you a good impression of art through all decades and offers some outstanding masterpieces.  Please be aware that if you buy a Paseo del Arte ticket that you only can visit the permanent collections. The temporary exhibitions in this museum are not accessible with this ticket and it is not possible to buy an additional entrance for these exhibitions without paying the full entrance fee (and standing in line again).  This museum is really worth visiting, a must do when you visit Madrid.","positive","positive",4,3
"rn463537388","Scott T","Ottawa, Canada","37 reviews","Delightful Museum",4,"2017-02-28","We spent a morning in this smaller (than the Prado museum) which houses the older masters and modern artists. Senior discounts are available and I would recommend a visit. Cameras without flash are permitted.After the tour we had a light lunch in the cafeteria, a bit pricey but the soup was absolutely delicious. Homemade and served quite eloquently by the waiter.",6,"Delightful Museum. We spent a morning in this smaller (than the Prado museum) which houses the older masters and modern artists. Senior discounts are available and I would recommend a visit. Cameras without flash are permitted.After the tour we had a light lunch in the cafeteria, a bit pricey but the soup was absolutely delicious. Homemade and served quite eloquently by the waiter.","positive","positive",3,2
