"","x"
"133","rn304804576"
"134","rn300446544"
"135","rn299164086"
"136","rn297754518"
"137","rn297102931"
"138","rn295799508"
"139","rn294977328"
"140","rn294937948"
"141","rn294340398"
"142","rn292460200"
"143","rn292145735"
"144","rn291910267"
"145","rn290851726"
"146","rn289906973"
"147","rn289651429"
"148","rn289397373"
"149","rn287912795"
"150","rn283693072"
"151","rn281786585"
"152","rn279714007"
"153","rn278065163"
"154","rn277910382"
"155","rn276094944"
"156","rn274446106"
"157","rn274329695"
"158","rn274176022"
"159","rn274165111"
"160","rn272248398"
"161","rn272024839"
"162","rn270822378"
"163","rn270733179"
"164","rn270571590"
"165","rn266097590"
"166","rn265396015"
"167","rn264506747"
"168","rn263775442"
"169","rn263648285"
"170","rn263388192"
"171","rn260171030"
"172","rn260053727"
"173","rn257866226"
"174","rn257665202"
"175","rn255533036"
"176","rn254988072"
"177","rn254702755"
"178","rn251543461"
"179","rn244015538"
"180","rn242933240"
"181","rn242617845"
"182","rn241635971"
"183","rn241143409"
"184","rn238694993"
"185","rn238085747"
"186","rn237694400"
"187","rn235182622"
"188","rn234469217"
"189","rn233946313"
"190","rn233370024"
"191","rn232914232"
"192","rn232345764"
"193","rn229926867"
"194","rn229835341"
"195","rn229484049"
"196","rn226925403"
"197","rn226814973"
"198","rn226442734"
"199","rn225623954"
"200","rn225344446"
"201","rn225318255"
"202","rn223978697"
"203","rn223581448"
"204","rn223488618"
"205","rn219119069"
"206","rn218078342"
"207","rn217313714"
"208","rn216202447"
"209","rn213270761"
"210","rn212687986"
"211","rn211182508"
"212","rn210974003"
"213","rn210929490"
"214","rn205831694"
"215","rn204948145"
"216","rn204800126"
"217","rn204249857"
"218","rn202060787"
"219","rn200939319"
"220","rn199242933"
"221","rn194877035"
"222","rn192986314"
"223","rn191625881"
"224","rn190454897"
"225","rn187284141"
"226","rn186720889"
"227","rn186251845"
"228","rn185305056"
"229","rn183534691"
"230","rn182762234"
"231","rn179218751"
"232","rn178887985"
"233","rn177568378"
"234","rn177392214"
"235","rn176788240"
"236","rn176215851"
"237","rn174391487"
"238","rn171565023"
"239","rn170972766"
"240","rn170555109"
"241","rn168482190"
"242","rn168273623"
"243","rn168177326"
"244","rn164422888"
"245","rn162971757"
"246","rn162321923"
"247","rn161969567"
"248","rn161281123"
"249","rn160863532"
"250","rn160173616"
"251","rn157978151"
"252","rn157093934"
"253","rn156727080"
"254","rn156684993"
"255","rn156211583"
"256","rn155395009"
"257","rn155199554"
"258","rn150267899"
"259","rn149647785"
"260","rn149525970"
"261","rn149271552"
"262","rn143303085"
"263","rn142827454"
"264","rn142738775"
"265","rn142569862"
"266","rn142340060"
"267","rn141426360"
"268","rn140537241"
"269","rn140425302"
"270","rn140180207"
"271","rn139279677"
"272","rn139094735"
"273","rn138307410"
"274","rn138111980"
"275","rn138027376"
"276","rn136311630"
"277","rn135503366"
"278","rn134998541"
"279","rn134343854"
"280","rn132266010"
"281","rn132040667"
"282","rn131789033"
"283","rn131264748"
"284","rn131000368"
"285","rn130710194"
"286","rn129899294"
"287","rn128354456"
"288","rn127183164"
"289","rn126887657"
